,country,year,donated,received,net_committed
654,New Zealand,1981,752775,0,752775
655,New Zealand,1982,572352,213884594,-213312242
656,New Zealand,1983,216892,0,216892
657,New Zealand,1985,4831732,0,4831732
658,New Zealand,1995,1551034,0,1551034
659,New Zealand,2002,3965321,0,3965321
660,New Zealand,2003,5429394,0,5429394
661,New Zealand,2004,5342910,0,5342910
662,New Zealand,2005,5156674,0,5156674
663,New Zealand,2006,4390620,0,4390620
664,New Zealand,2007,4179628,0,4179628
665,New Zealand,2008,4836516,0,4836516
666,New Zealand,2009,4720299,0,4720299
667,New Zealand,2010,3518946,0,3518946
668,New Zealand,2011,3623798,0,3623798
669,New Zealand,2012,1722664,0,1722664
670,New Zealand,2013,1938330,0,1938330
671,Australia,1973,46285863,0,46285863
672,Australia,1974,26950877,0,26950877
673,Australia,1975,77691781,0,77691781
674,Australia,1976,27718070,0,27718070
675,Australia,1977,72648152,0,72648152
676,Australia,1978,47483698,0,47483698
677,Australia,1979,9763598,0,9763598
678,Australia,1980,23283790,54502260,-31218470
679,Australia,1981,18425831,747648005,-729222174
680,Australia,1982,10458375,2599450,7858925
681,Australia,1983,7388539,0,7388539
682,Australia,1984,3698286,0,3698286
683,Australia,1985,6929573,0,6929573
684,Australia,1986,25229662,0,25229662
685,Australia,1987,18309923,0,18309923
686,Australia,1988,1758350,0,1758350
687,Australia,1989,163270223,0,163270223
688,Australia,1990,93432068,0,93432068
689,Australia,1991,518306838,0,518306838
690,Australia,1992,57379649,193553716,-136174067
691,Australia,1993,37557879,79262311,-41704432
692,Australia,1994,62005978,321233163,-259227185
693,Australia,1995,87263724,343759453,-256495729
694,Australia,1996,80468022,0,80468022
695,Australia,1997,99085271,0,99085271
696,Australia,1998,60046657,133176980,-73130323
697,Australia,1999,87775767,0,87775767
698,Australia,2000,115957719,0,115957719
699,Australia,2001,99427776,0,99427776
700,Australia,2002,45235182,696882923,-651647741
701,Australia,2003,94571888,0,94571888
702,Australia,2004,17256770,0,17256770
703,Australia,2005,28927690,0,28927690
704,Australia,2006,27058214,0,27058214
705,Australia,2007,13864351,0,13864351
706,Australia,2008,18754564,0,18754564
707,Australia,2009,17680084,0,17680084
708,Australia,2010,32806019,0,32806019
709,Australia,2011,41545539,0,41545539
710,Australia,2012,55649016,0,55649016
711,Australia,2013,67265056,0,67265056
712,Portugal,1980,0,4136160,-4136160
713,Portugal,1981,0,144765310,-144765310
714,Portugal,1984,0,1826510,-1826510
715,Portugal,1986,0,21863247,-21863247
716,Portugal,1988,0,2538321,-2538321
717,Portugal,1996,331133,0,331133
718,Portugal,1997,344667,0,344667
719,Portugal,1998,100751,0,100751
720,Portugal,1999,2099809,0,2099809
721,Portugal,2000,2738129,0,2738129
722,Portugal,2001,4477740,0,4477740
723,Portugal,2002,7394633,0,7394633
724,Portugal,2003,1051124,0,1051124
725,Portugal,2004,2805269,0,2805269
726,Portugal,2005,2827761,0,2827761
727,Portugal,2006,2556983,0,2556983
728,Portugal,2007,4973178,0,4973178
729,Portugal,2008,2596175,113058,2483117
730,Portugal,2009,2079818,0,2079818
731,Portugal,2010,9121622,0,9121622
732,Portugal,2011,9036429,0,9036429
733,Portugal,2012,7736231,0,7736231
734,Portugal,2013,6629414,0,6629414
735,Iceland,1980,0,18060045,-18060045
736,Iceland,2012,39083,0,39083
737,Iceland,2013,133418,0,133418
738,Liechtenstein,1981,199326,18264370,-18065044
739,Liechtenstein,1982,734297,0,734297
740,Liechtenstein,1983,63282,0,63282
741,Liechtenstein,1989,11161,0,11161
742,Liechtenstein,1990,299897,0,299897
743,Liechtenstein,1993,124845,0,124845
744,Liechtenstein,1994,86232,0,86232
745,Liechtenstein,1996,141858,0,141858
746,Liechtenstein,1997,104054,0,104054
747,Liechtenstein,1998,98845,0,98845
748,Liechtenstein,2000,380208,0,380208
749,Liechtenstein,2001,264468,0,264468
750,Liechtenstein,2002,147592,10053,137539
751,Liechtenstein,2003,544967,0,544967
752,Liechtenstein,2004,216815,0,216815
753,Liechtenstein,2005,494415,51947,442468
754,Liechtenstein,2006,121077,0,121077
755,Liechtenstein,2007,199170,0,199170
756,Liechtenstein,2008,138191,66713,71478
757,Monaco,2006,119315,0,119315
758,Monaco,2007,264319,0,264319
759,Monaco,2008,557753,0,557753
760,Austria,1974,24126329,0,24126329
761,Austria,1976,12981849,0,12981849
762,Austria,1977,2608725,0,2608725
763,Austria,1978,27058314,0,27058314
764,Austria,1979,2480539,0,2480539
765,Austria,1980,2720513,157632201,-154911688
766,Austria,1981,53422527,163916,53258611
767,Austria,1982,272169,58590672,-58318503
768,Austria,1983,17235616,0,17235616
769,Austria,1985,87348212,0,87348212
770,Austria,1986,15801537,0,15801537
771,Austria,1987,77374,0,77374
772,Austria,1988,400964,0,400964
773,Austria,1989,18299145,0,18299145
774,Austria,1990,3458667,0,3458667
775,Austria,1991,43662774,0,43662774
776,Austria,1992,7690278,0,7690278
777,Austria,1993,8599286,132570772,-123971486
778,Austria,1994,496076,0,496076
779,Austria,1995,2349112,0,2349112
780,Austria,1996,31485810,56293,31429517
781,Austria,1997,18810672,0,18810672
782,Austria,1998,17433736,0,17433736
783,Austria,1999,27735866,0,27735866
784,Austria,2000,41623882,0,41623882
785,Austria,2001,64630850,171695803,-107064953
786,Austria,2002,64136019,249428720,-185292701
787,Austria,2003,57940744,0,57940744
788,Austria,2004,46228250,1508,46226742
789,Austria,2005,17870615,127534,17743081
790,Austria,2006,8003253,0,8003253
791,Austria,2007,11550522,0,11550522
792,Austria,2008,6949094,0,6949094
793,Austria,2009,7871776,0,7871776
794,Austria,2010,8224524,0,8224524
795,Austria,2011,5945013,0,5945013
796,Austria,2012,9369281,0,9369281
797,Austria,2013,7169039,0,7169039
798,Finland,1983,3517060,70538468,-67021408
799,Finland,1984,0,26553629,-26553629
800,Finland,1986,0,83529726,-83529726
801,Finland,1987,1482877,0,1482877
802,Finland,1988,447649,0,447649
803,Finland,1989,16608550,0,16608550
804,Finland,1990,4220992,0,4220992
805,Finland,1991,30659992,0,30659992
806,Finland,1992,69776266,0,69776266
807,Finland,1993,15643128,0,15643128
808,Finland,1994,30027227,0,30027227
809,Finland,1995,20700602,0,20700602
810,Finland,1996,20289146,0,20289146
811,Finland,1997,28181494,0,28181494
812,Finland,1998,10099793,0,10099793
813,Finland,1999,17111953,0,17111953
814,Finland,2000,23911436,0,23911436
815,Finland,2001,17586870,0,17586870
816,Finland,2002,35865984,0,35865984
817,Finland,2003,19462895,0,19462895
818,Finland,2004,23784055,0,23784055
819,Finland,2005,50908114,0,50908114
820,Finland,2006,25456746,73670,25383076
821,Finland,2007,19522990,0,19522990
822,Finland,2008,39238852,0,39238852
823,Finland,2009,64703548,0,64703548
824,Finland,2010,20238960,0,20238960
825,Finland,2011,34660814,0,34660814
826,Finland,2012,7911710,0,7911710
827,Finland,2013,13933712,0,13933712
828,Italy,1973,166719069,0,166719069
829,Italy,1976,35601469,0,35601469
830,Italy,1980,0,894504816,-894504816
831,Italy,1981,0,3585196,-3585196
832,Italy,1982,0,663971,-663971
833,Italy,1983,33513460,147595542,-114082082
834,Italy,1984,225774377,551936148,-326161771
835,Italy,1985,164182162,0,164182162
836,Italy,1986,48874532,0,48874532
837,Italy,1987,282071099,0,282071099
838,Italy,1988,116403581,0,116403581
839,Italy,1989,112626078,0,112626078
840,Italy,1990,136489843,0,136489843
841,Italy,1991,138712028,0,138712028
842,Italy,1992,170049742,0,170049742
843,Italy,1993,124373956,277419753,-153045797
844,Italy,1994,25806540,524992994,-499186454
845,Italy,1995,1397467126,0,1397467126
846,Italy,1996,26143275,0,26143275
847,Italy,1997,11342151,0,11342151
848,Italy,1998,24433295,0,24433295
849,Italy,1999,23505452,0,23505452
850,Italy,2000,34877961,92408,34785553
851,Italy,2001,61884442,0,61884442
852,Italy,2002,31576918,0,31576918
853,Italy,2003,15582599,35589,15547010
854,Italy,2004,65385193,0,65385193
855,Italy,2005,69732388,0,69732388
856,Italy,2006,28923679,0,28923679
857,Italy,2007,33580751,0,33580751
858,Italy,2008,38676392,0,38676392
859,Italy,2009,53936210,0,53936210
860,Italy,2010,40421158,0,40421158
861,Italy,2011,49349085,0,49349085
862,Italy,2012,23960216,0,23960216
863,Italy,2013,23679747,0,23679747
864,Spain,1980,0,285026867,-285026867
865,Spain,1981,0,199457361,-199457361
866,Spain,1982,0,77227580,-77227580
867,Spain,1989,100535177,0,100535177
868,Spain,1990,33912950,0,33912950
869,Spain,1991,134873730,0,134873730
870,Spain,1993,36693281,0,36693281
871,Spain,1994,6797785,0,6797785
872,Spain,1995,24737384,0,24737384
873,Spain,1996,41887270,0,41887270
874,Spain,1997,61562728,0,61562728
875,Spain,1998,56295291,0,56295291
876,Spain,1999,79380361,0,79380361
877,Spain,2000,59684269,0,59684269
878,Spain,2001,71240556,0,71240556
879,Spain,2002,76217540,0,76217540
880,Spain,2003,134313618,0,134313618
881,Spain,2004,62843645,0,62843645
882,Spain,2005,81547019,0,81547019
883,Spain,2006,102707597,0,102707597
884,Spain,2007,118856065,0,118856065
885,Spain,2008,152422527,0,152422527
886,Spain,2009,238613474,0,238613474
887,Spain,2010,128037041,0,128037041
888,Spain,2011,100140152,0,100140152
889,Spain,2012,55560499,0,55560499
890,Spain,2013,55835945,0,55835945
891,Belgium,1973,39251336,0,39251336
892,Belgium,1974,43588598,0,43588598
893,Belgium,1975,38863307,0,38863307
894,Belgium,1976,36126619,0,36126619
895,Belgium,1977,35853879,0,35853879
896,Belgium,1978,32189217,0,32189217
897,Belgium,1979,30801519,0,30801519
898,Belgium,1980,0,147868500,-147868500
899,Belgium,1981,61917902,36477733,25440169
900,Belgium,1983,46243316,0,46243316
901,Belgium,1985,4191839,0,4191839
902,Belgium,1989,183930257,0,183930257
903,Belgium,1990,187058124,0,187058124
904,Belgium,1992,470688315,0,470688315
905,Belgium,1993,75567601,0,75567601
906,Belgium,1994,26867841,0,26867841
907,Belgium,1995,45999593,0,45999593
908,Belgium,1996,25987887,0,25987887
909,Belgium,1997,35402467,0,35402467
910,Belgium,1998,25116690,0,25116690
911,Belgium,1999,30505209,0,30505209
912,Belgium,2000,32342289,0,32342289
913,Belgium,2001,31859079,0,31859079
914,Belgium,2002,63495593,0,63495593
915,Belgium,2003,58875247,0,58875247
916,Belgium,2004,52561101,0,52561101
917,Belgium,2005,48285276,0,48285276
918,Belgium,2006,58458568,0,58458568
919,Belgium,2007,33187081,0,33187081
920,Belgium,2008,53059381,0,53059381
921,Belgium,2009,42809116,0,42809116
922,Belgium,2010,41446751,0,41446751
923,Belgium,2011,47828984,0,47828984
924,Belgium,2012,35767940,0,35767940
925,Belgium,2013,68317348,0,68317348
926,Denmark,1974,56839286,0,56839286
927,Denmark,1975,10392556,0,10392556
928,Denmark,1976,28849377,0,28849377
929,Denmark,1977,112241594,0,112241594
930,Denmark,1978,2086036,0,2086036
931,Denmark,1979,35943903,0,35943903
932,Denmark,1980,96585940,104288895,-7702955
933,Denmark,1981,215721283,0,215721283
934,Denmark,1982,122090821,0,122090821
935,Denmark,1983,84368125,0,84368125
936,Denmark,1984,131061636,62021691,69039945
937,Denmark,1985,154044569,0,154044569
938,Denmark,1986,110720962,0,110720962
939,Denmark,1987,149837777,0,149837777
940,Denmark,1988,119577810,0,119577810
941,Denmark,1989,133430275,0,133430275
942,Denmark,1990,58616306,0,58616306
943,Denmark,1991,80582842,0,80582842
944,Denmark,1992,40778102,0,40778102
945,Denmark,1993,67062860,0,67062860
946,Denmark,1994,110637370,0,110637370
947,Denmark,1995,73451287,0,73451287
948,Denmark,1996,244013860,0,244013860
949,Denmark,1997,79381953,0,79381953
950,Denmark,1998,15650457,0,15650457
951,Denmark,1999,75309242,0,75309242
952,Denmark,2000,37463179,0,37463179
953,Denmark,2001,77063923,0,77063923
954,Denmark,2002,91324907,0,91324907
955,Denmark,2003,57028037,0,57028037
956,Denmark,2004,25482007,0,25482007
957,Denmark,2005,125145775,0,125145775
958,Denmark,2006,10170167,0,10170167
959,Denmark,2007,21329239,0,21329239
960,Denmark,2008,16290834,0,16290834
961,Denmark,2009,6819444,0,6819444
962,Denmark,2010,21438651,0,21438651
963,Denmark,2011,33654018,0,33654018
964,Denmark,2012,14988225,0,14988225
965,Denmark,2013,4941770,0,4941770
966,Switzerland,1973,14060941,0,14060941
967,Switzerland,1974,64549529,0,64549529
968,Switzerland,1975,103204755,0,103204755
969,Switzerland,1976,43577287,0,43577287
970,Switzerland,1977,111194695,0,111194695
971,Switzerland,1978,35883359,0,35883359
972,Switzerland,1979,67821487,0,67821487
973,Switzerland,1980,10028652,0,10028652
974,Switzerland,1981,18045799,0,18045799
975,Switzerland,1982,63684924,0,63684924
976,Switzerland,1983,190427090,0,190427090
977,Switzerland,1984,116248354,0,116248354
978,Switzerland,1985,52165585,0,52165585
979,Switzerland,1986,35598036,0,35598036
980,Switzerland,1987,87982342,0,87982342
981,Switzerland,1988,32738889,0,32738889
982,Switzerland,1989,75386666,0,75386666
983,Switzerland,1990,123834846,0,123834846
984,Switzerland,1991,157754122,0,157754122
985,Switzerland,1992,31332667,0,31332667
986,Switzerland,1993,43709522,0,43709522
987,Switzerland,1994,40395940,0,40395940
988,Switzerland,1995,37875588,0,37875588
989,Switzerland,1996,63515858,0,63515858
990,Switzerland,1997,101719058,0,101719058
991,Switzerland,1998,70204297,0,70204297
992,Switzerland,1999,104482040,0,104482040
993,Switzerland,2000,129146680,184816,128961864
994,Switzerland,2001,93682742,0,93682742
995,Switzerland,2002,127936461,24996,127911465
996,Switzerland,2003,65840038,19468,65820570
997,Switzerland,2004,61749696,0,61749696
998,Switzerland,2005,70896849,97503,70799346
999,Switzerland,2006,43757262,0,43757262
1000,Switzerland,2007,51309531,0,51309531
1001,Switzerland,2008,39324550,0,39324550
1002,Switzerland,2009,53471939,0,53471939
1003,Switzerland,2010,53676771,0,53676771
1004,Switzerland,2011,39344798,0,39344798
1005,Switzerland,2012,41783411,0,41783411
1006,Switzerland,2013,74744897,0,74744897
1007,Canada,1973,437928427,0,437928427
1008,Canada,1974,68502158,0,68502158
1009,Canada,1975,93027681,0,93027681
1010,Canada,1976,116287322,0,116287322
1011,Canada,1977,38957778,0,38957778
1012,Canada,1978,100516271,0,100516271
1013,Canada,1979,80241209,0,80241209
1014,Canada,1980,139264006,531674896,-392410890
1015,Canada,1981,546970726,2540405789,-1993435063
1016,Canada,1982,87937147,170174807,-82237660
1017,Canada,1983,148016945,0,148016945
1018,Canada,1984,691336664,153022875,538313789
1019,Canada,1985,146523445,0,146523445
1020,Canada,1986,392105553,0,392105553
1021,Canada,1987,331152346,0,331152346
1022,Canada,1988,149433255,0,149433255
1023,Canada,1989,95861356,1961661,93899695
1024,Canada,1990,146349000,0,146349000
1025,Canada,1991,79132048,0,79132048
1026,Canada,1992,203523019,0,203523019
1027,Canada,1993,129123101,83925439,45197662
1028,Canada,1994,83435990,0,83435990
1029,Canada,1995,140853583,0,140853583
1030,Canada,1996,240599471,0,240599471
1031,Canada,1997,114731583,0,114731583
1032,Canada,1998,385748294,0,385748294
1033,Canada,1999,434102951,0,434102951
1034,Canada,2000,356912625,0,356912625
1035,Canada,2001,349119993,0,349119993
1036,Canada,2002,242075816,587432031,-345356215
1037,Canada,2003,154336187,0,154336187
1038,Canada,2004,172189837,0,172189837
1039,Canada,2005,66617166,0,66617166
1040,Canada,2006,60308595,0,60308595
1041,Canada,2007,62686742,0,62686742
1042,Canada,2008,75865089,55468,75809621
1043,Canada,2009,74116591,0,74116591
1044,Canada,2010,66543586,0,66543586
1045,Canada,2011,49798170,0,49798170
1046,Canada,2012,59322273,0,59322273
1047,Canada,2013,54784201,0,54784201
1048,Norway,1973,35874848,0,35874848
1049,Norway,1974,94887523,0,94887523
1050,Norway,1975,64575343,0,64575343
1051,Norway,1976,10419282,0,10419282
1052,Norway,1977,60133610,0,60133610
1053,Norway,1978,147255461,0,147255461
1054,Norway,1979,140327273,0,140327273
1055,Norway,1980,41738095,43725131,-1987036
1056,Norway,1981,51124921,130936843,-79811922
1057,Norway,1982,110623404,63586018,47037386
1058,Norway,1984,101664449,0,101664449
1059,Norway,1985,85932533,0,85932533
1060,Norway,1986,9848663,0,9848663
1061,Norway,1987,244641035,0,244641035
1062,Norway,1988,20840875,0,20840875
1063,Norway,1989,51903997,0,51903997
1064,Norway,1990,22442656,0,22442656
1065,Norway,1991,58788041,0,58788041
1066,Norway,1992,40117760,62668301,-22550541
1067,Norway,1993,72847215,67085688,5761527
1068,Norway,1994,126824955,0,126824955
1069,Norway,1995,73931976,0,73931976
1070,Norway,1996,66497399,0,66497399
1071,Norway,1997,71998190,0,71998190
1072,Norway,1998,57457846,0,57457846
1073,Norway,1999,92238378,0,92238378
1074,Norway,2000,127714893,0,127714893
1075,Norway,2001,209376138,0,209376138
1076,Norway,2002,73856084,0,73856084
1077,Norway,2003,38448603,0,38448603
1078,Norway,2004,41531404,0,41531404
1079,Norway,2005,83655835,0,83655835
1080,Norway,2006,324841794,0,324841794
1081,Norway,2007,116693404,0,116693404
1082,Norway,2008,58648457,0,58648457
1083,Norway,2009,237828698,0,237828698
1084,Norway,2010,323665853,0,323665853
1085,Norway,2011,268584661,0,268584661
1086,Norway,2012,262015590,0,262015590
1087,Norway,2013,295017276,0,295017276
1088,Sweden,1973,168369255,0,168369255
1089,Sweden,1974,30299330,0,30299330
1090,Sweden,1975,201059589,0,201059589
1091,Sweden,1976,151806434,0,151806434
1092,Sweden,1977,143468255,0,143468255
1093,Sweden,1978,472112462,0,472112462
1094,Sweden,1979,253701905,0,253701905
1095,Sweden,1980,10679246,35282669,-24603423
1096,Sweden,1981,151539023,24474486,127064537
1097,Sweden,1982,147903816,0,147903816
1098,Sweden,1983,136226862,0,136226862
1099,Sweden,1984,133481767,0,133481767
1100,Sweden,1985,123903610,0,123903610
1101,Sweden,1986,198445181,0,198445181
1102,Sweden,1987,72374249,0,72374249
1103,Sweden,1988,185535976,0,185535976
1104,Sweden,1989,946284591,0,946284591
1105,Sweden,1990,400387605,0,400387605
1106,Sweden,1991,173278658,0,173278658
1107,Sweden,1992,272478628,0,272478628
1108,Sweden,1993,117438835,0,117438835
1109,Sweden,1994,171450490,0,171450490
1110,Sweden,1995,233739645,0,233739645
1111,Sweden,1996,142391886,0,142391886
1112,Sweden,1997,126686840,0,126686840
1113,Sweden,1998,117646650,0,117646650
1114,Sweden,1999,121378837,0,121378837
1115,Sweden,2000,68464897,0,68464897
1116,Sweden,2001,95729319,0,95729319
1117,Sweden,2002,48750953,0,48750953
1118,Sweden,2003,109071656,0,109071656
1119,Sweden,2004,58723484,0,58723484
1120,Sweden,2005,89823816,0,89823816
1121,Sweden,2006,48832575,0,48832575
1122,Sweden,2007,45890520,0,45890520
1123,Sweden,2008,40720968,0,40720968
1124,Sweden,2009,76554392,0,76554392
1125,Sweden,2010,94790240,0,94790240
1126,Sweden,2011,57386226,0,57386226
1127,Sweden,2012,42966784,0,42966784
1128,Sweden,2013,82270421,0,82270421
1129,Netherlands,1973,162750945,0,162750945
1130,Netherlands,1974,323468392,0,323468392
1131,Netherlands,1975,130708382,0,130708382
1132,Netherlands,1976,426349160,0,426349160
1133,Netherlands,1977,352515092,0,352515092
1134,Netherlands,1978,231844808,0,231844808
1135,Netherlands,1979,82256186,0,82256186
1136,Netherlands,1980,352628199,0,352628199
1137,Netherlands,1981,270695825,0,270695825
1138,Netherlands,1982,163308875,0,163308875
1139,Netherlands,1983,305883422,0,305883422
1140,Netherlands,1984,192857428,0,192857428
1141,Netherlands,1985,75285016,0,75285016
1142,Netherlands,1986,379878579,0,379878579
1143,Netherlands,1987,573020364,0,573020364
1144,Netherlands,1988,277081548,0,277081548
1145,Netherlands,1989,472821276,0,472821276
1146,Netherlands,1990,207980200,0,207980200
1147,Netherlands,1991,233871628,0,233871628
1148,Netherlands,1992,269752132,0,269752132
1149,Netherlands,1993,213700000,0,213700000
1150,Netherlands,1994,269718206,0,269718206
1151,Netherlands,1995,284400704,0,284400704
1152,Netherlands,1996,328972856,0,328972856
1153,Netherlands,1997,166669840,0,166669840
1154,Netherlands,1998,127981057,0,127981057
1155,Netherlands,1999,55292716,0,55292716
1156,Netherlands,2000,106331706,0,106331706
1157,Netherlands,2001,416890876,0,416890876
1158,Netherlands,2002,452558367,0,452558367
1159,Netherlands,2003,212985661,0,212985661
1160,Netherlands,2004,91745692,0,91745692
1161,Netherlands,2005,233003711,0,233003711
1162,Netherlands,2006,98616009,0,98616009
1163,Netherlands,2007,121033675,0,121033675
1164,Netherlands,2008,69615673,0,69615673
1165,Netherlands,2009,107803997,0,107803997
1166,Netherlands,2010,55471821,0,55471821
1167,Netherlands,2011,19530662,0,19530662
1168,Netherlands,2012,11311438,0,11311438
1169,Netherlands,2013,11055065,0,11055065
1170,France,1973,247189555,0,247189555
1171,France,1974,367384662,0,367384662
1172,France,1975,192416969,0,192416969
1173,France,1976,183658423,0,183658423
1174,France,1977,168900067,0,168900067
1175,France,1978,97437457,0,97437457
1176,France,1979,25058027,0,25058027
1177,France,1980,360323267,116609845,243713422
1178,France,1981,277458713,120922782,156535931
1179,France,1982,446543740,0,446543740
1180,France,1983,164059809,0,164059809
1181,France,1984,367362828,0,367362828
1182,France,1985,212486003,0,212486003
1183,France,1986,296394154,0,296394154
1184,France,1987,254311333,0,254311333
1185,France,1988,274040470,0,274040470
1186,France,1989,469783071,0,469783071
1187,France,1990,586988135,0,586988135
1188,France,1991,75995551,0,75995551
1189,France,1992,220827059,0,220827059
1190,France,1993,246959806,0,246959806
1191,France,1994,242597753,0,242597753
1192,France,1995,184288339,0,184288339
1193,France,1996,310518112,0,310518112
1194,France,1997,181377579,0,181377579
1195,France,1998,218643543,0,218643543
1196,France,1999,195502185,0,195502185
1197,France,2000,526519855,0,526519855
1198,France,2001,621418995,0,621418995
1199,France,2002,534709591,0,534709591
1200,France,2003,507020648,0,507020648
1201,France,2004,596317633,0,596317633
1202,France,2005,275332592,0,275332592
1203,France,2006,464260209,0,464260209
1204,France,2007,401771684,0,401771684
1205,France,2008,246968178,8227,246959951
1206,France,2009,443827383,0,443827383
1207,France,2010,479271279,0,479271279
1208,France,2011,385580197,0,385580197
1209,France,2012,1857862442,0,1857862442
1210,France,2013,1247092339,0,1247092339
1211,United Kingdom,1973,442579189,0,442579189
1212,United Kingdom,1974,1405378815,0,1405378815
1213,United Kingdom,1975,222187891,0,222187891
1214,United Kingdom,1976,51613566,0,51613566
1215,United Kingdom,1977,860011341,0,860011341
1216,United Kingdom,1978,971709388,0,971709388
1217,United Kingdom,1979,5012313,0,5012313
1218,United Kingdom,1980,567311470,399202551,168108919
1219,United Kingdom,1981,7198102,558141413,-550943311
1220,United Kingdom,1982,775334730,0,775334730
1221,United Kingdom,1983,571679920,0,571679920
1222,United Kingdom,1984,753538727,0,753538727
1223,United Kingdom,1985,1255318,0,1255318
1224,United Kingdom,1986,227395004,0,227395004
1225,United Kingdom,1987,829894066,0,829894066
1226,United Kingdom,1988,80251575,0,80251575
1227,United Kingdom,1989,269229353,0,269229353
1228,United Kingdom,1990,270402953,0,270402953
1229,United Kingdom,1991,270595943,0,270595943
1230,United Kingdom,1992,1055458482,0,1055458482
1231,United Kingdom,1993,407941751,0,407941751
1232,United Kingdom,1994,297003626,0,297003626
1233,United Kingdom,1995,385163028,0,385163028
1234,United Kingdom,1996,934520515,0,934520515
1235,United Kingdom,1997,734365792,0,734365792
1236,United Kingdom,1998,703712023,0,703712023
1237,United Kingdom,1999,847273116,0,847273116
1238,United Kingdom,2000,725259608,0,725259608
1239,United Kingdom,2001,687651442,0,687651442
1240,United Kingdom,2002,650113998,0,650113998
1241,United Kingdom,2003,838243526,0,838243526
1242,United Kingdom,2004,879595860,0,879595860
1243,United Kingdom,2005,822343669,0,822343669
1244,United Kingdom,2006,800914880,0,800914880
1245,United Kingdom,2007,1019400656,0,1019400656
1246,United Kingdom,2008,788164298,0,788164298
1247,United Kingdom,2009,979674038,0,979674038
1248,United Kingdom,2010,435982774,0,435982774
1249,United Kingdom,2011,238230871,0,238230871
1250,United Kingdom,2012,386497679,0,386497679
1251,United Kingdom,2013,490448080,0,490448080
1252,Germany,1973,562232384,0,562232384
1253,Germany,1974,698168091,0,698168091
1254,Germany,1975,833859928,0,833859928
1255,Germany,1976,639963734,0,639963734
1256,Germany,1977,617148856,0,617148856
1257,Germany,1978,410412482,0,410412482
1258,Germany,1979,787807347,0,787807347
1259,Germany,1980,654031054,0,654031054
1260,Germany,1981,751727169,0,751727169
1261,Germany,1982,853843929,0,853843929
1262,Germany,1983,494657126,0,494657126
1263,Germany,1984,950183614,0,950183614
1264,Germany,1985,1590619838,0,1590619838
1265,Germany,1986,539033266,0,539033266
1266,Germany,1987,788040730,0,788040730
1267,Germany,1988,757183394,0,757183394
1268,Germany,1989,3020847013,0,3020847013
1269,Germany,1990,3382157543,0,3382157543
1270,Germany,1991,323668836,0,323668836
1271,Germany,1992,8552232648,0,8552232648
1272,Germany,1993,450749201,0,450749201
1273,Germany,1994,380199578,0,380199578
1274,Germany,1995,3308855279,0,3308855279
1275,Germany,1996,474378180,0,474378180
1276,Germany,1997,782428714,0,782428714
1277,Germany,1998,323280491,0,323280491
1278,Germany,1999,530422355,0,530422355
1279,Germany,2000,350983095,0,350983095
1280,Germany,2001,891724108,0,891724108
1281,Germany,2002,744664103,0,744664103
1282,Germany,2003,717917759,0,717917759
1283,Germany,2004,757859065,31462,757827603
1284,Germany,2005,846945037,0,846945037
1285,Germany,2006,664320505,0,664320505
1286,Germany,2007,977570017,28702,977541315
1287,Germany,2008,1168597647,0,1168597647
1288,Germany,2009,1270803240,0,1270803240
1289,Germany,2010,866568253,0,866568253
1290,Germany,2011,1400378605,0,1400378605
1291,Germany,2012,1519377935,0,1519377935
1292,Germany,2013,1582596672,0,1582596672
1293,Japan,1973,938965880,0,938965880
1294,Japan,1974,2730202327,0,2730202327
1295,Japan,1975,1339039677,0,1339039677
1296,Japan,1976,762168614,0,762168614
1297,Japan,1977,1479116934,0,1479116934
1298,Japan,1978,1429326640,0,1429326640
1299,Japan,1979,1014747194,0,1014747194
1300,Japan,1980,1826375443,264768921,1561606522
1301,Japan,1981,2935257275,446920760,2488336515
1302,Japan,1982,1471338041,0,1471338041
1303,Japan,1983,1760860027,0,1760860027
1304,Japan,1984,2565737016,166832089,2398904927
1305,Japan,1985,2525827880,269876498,2255951382
1306,Japan,1986,1341662477,130559708,1211102769
1307,Japan,1987,1770174669,525123264,1245051405
1308,Japan,1988,3320238368,0,3320238368
1309,Japan,1989,582793544,0,582793544
1310,Japan,1990,2604458951,0,2604458951
1311,Japan,1991,4702296751,0,4702296751
1312,Japan,1992,2865776832,0,2865776832
1313,Japan,1993,2494054534,0,2494054534
1314,Japan,1994,2667081144,0,2667081144
1315,Japan,1995,2880751774,0,2880751774
1316,Japan,1996,3905453074,0,3905453074
1317,Japan,1997,10777668538,0,10777668538
1318,Japan,1998,4486462107,0,4486462107
1319,Japan,1999,8630152095,276896345,8353255750
1320,Japan,2000,1310812373,0,1310812373
1321,Japan,2001,1017504389,0,1017504389
1322,Japan,2002,2561928262,0,2561928262
1323,Japan,2003,2147321397,0,2147321397
1324,Japan,2004,2545515962,0,2545515962
1325,Japan,2005,2566817614,0,2566817614
1326,Japan,2006,2542330417,0,2542330417
1327,Japan,2007,3544215397,0,3544215397
1328,Japan,2008,4531094069,0,4531094069
1329,Japan,2009,2645297987,0,2645297987
1330,Japan,2010,3428196179,124673,3428071506
1331,Japan,2011,2635586602,0,2635586602
1332,Japan,2012,4256445621,0,4256445621
1333,Japan,2013,2641200097,0,2641200097
1334,United States,1973,1553264205,0,1553264205
1335,United States,1974,871092243,0,871092243
1336,United States,1975,944272511,0,944272511
